STATION_ID,STATION_NAME,FULL_STATION_NAME,STATION_NUMBER,LATITUDE,LONGITUDE,COUNTY_NAME
895,SUTTER BP A LONG BR ,SUTTER BP A LONG BR,A0593500,39.1463,-121843,Sutter
896,THERMALITO AFBY REL ,THERMALITO AFBY REL TO FEATHER R,A0597500,39.4566,-121637,Butte
897,YUBA R A MO         ,YUBA R A MO,A0610501,39.1302,-121596,Yuba
898,YUBA R A MARYSVILLE ,Yuba River@ Simpson Lane,A0612000,39.1421,-121576,Yuba
899,YUBA R NR MARYSVILLE,YUBA R NR MARYSVILLE,A0615000,39.1763,-121525,Yuba
900,YUBA R A DAGUERRE PT,YUBA R A DAGUERRE PT,A0617001,39.2096,-121445,Yuba
901,DRY C A BROWNS VLY  ,DRY C A BROWNS VLY,A0620501,39.2302,-121.4,Yuba
902,BEAR R NR MO        ,BEAR R NR MO,A0651000,38.9627,-121546,Sutter
903,BEAR R NR RIO OSO   ,BEAR R NR RIO OSO,A0651201,38.9738,-121542,Yuba
904,HUTCHINSON C A HWY 6,HUTCHINSON C A HWY 65-70 A OSTROM,A0652310,39.0716,-121516,Yuba
905,REEDS C A HWY 65-70 ,REEDS C A HWY 65-70 NR OLIVEHURST,A0652910,39.0766,-121524,Yuba
906,BEAR R A FORTY MILE ,BEAR R A FORTY MILE RD,A0653501,38.9843,-121488,Sutter
907,BEAR R NR WHEATLAND ,BEAR R NR WHEATLAND,A0655000,39.0002,-121407,Placer
908,DRY C A MO NR RIO OS,DRY C A MO NR RIO OSO,A0660501,38981,-121516,Yuba
909,DRY C A FOURTY MILE ,DRY C A FOURTY MILE RD,A0662001,38.9963,-121491,Yuba
910,DRY C A HWY 99 E    ,DRY C A HWY 99 E,A0664810,39.0229,-121445,Yuba
911,DRY C A CP BEALE    ,DRY C A CP BEALE,A0666310,39.0729,-121359,Yuba
912,AMERICAN R A GARDEN ,AMERICAN R A GARDEN HWY,A0712000,38.6002,-121507,Sacramento
913,AMERICAN R A 16TH ST,AMERICAN R A 16TH ST BR,A0712501,38.5963,-121477,Sacramento
914,AMERICAN R A SACTO N,AMERICAN R A SACTO N RR BR,A0712505,38.5941,-121474,Sacramento
915,AMERICAN R BL ARDEN/,AMERICAN R BL ARDEN/HOWE STP,A0713701,38.5838,-121426,Sacramento
916,AMERICAN R AB ARDEN/,AMERICAN R AB ARDEN/HOWE STP,A0713811,38.5827,-121421,Sacramento
917,AMERICAN R A SACTO  ,AMERICAN R A SACTO,A0714000,38568,-121423,Sacramento
918,AMERICAN R A SACTO W,AMERICAN R A SACTO WTP BL PL,A0714008,38.5605,-121418,Sacramento
919,AMERICAN R BL NE STP,AMERICAN R BL NE STP BL PL,A0714901,38.5799,-121342,Sacramento
920,AMERICAN R BL NE STP,AMERICAN R BL NE STP AB PL,A0715011,38.5796,-121339,Sacramento
921,AMERICAN R AB NE STP,AMERICAN R AB NE STP,A0715301,38.5827,-121329,Sacramento
922,BUFFALO C A HWY 50 N,BUFFALO C A HWY 50 NR NIMBUS,A0716701,38.6174,-121246,Sacramento
923,AMERICAN R A FAIR OA,AMERICAN R A FAIR OAKS,A0717500,38.6368,-121265,Sacramento
924,AMERICAN R BL NIMBUS,AMERICAN R BL NIMBUS DM,A0718000,38.6355,-121228,Sacramento
925,CACHE C A YOLO      ,CACHE C A YOLO,A0812500,38.7252,-121807,Yolo
926,CORTINA C A HWY 99W ,CORTINA C A HWY 99W NR WILLIAMS,A0831000,39.0866,-122103,Colusa
927,CACHE C A CO RD 85 A,CACHE C A CO RD 85 A CAPAY,A0854010,38.7105,-122047,Yolo
928,SALT C BL TAYLOR CN ,SALT C BL TAYLOR CN NR CAPAY DM,A0885010,38.7121,-122104,Yolo
929,CACHE C A CAPAY DIV ,CACHE C A CAPAY DIV DM,A0894500,38.7132,-122085,Yolo
930,PUTAH C SF A LIBERTY,PUTAH C SF A LIBERTY IS RD,A0910500,38.5191,-121693,Yolo
931,PUTAH C AB DAVIS    ,PUTAH C AB DAVIS,A0914500,38.5369,-121851,Solano
932,Barker Sl @ Cook Rd,Barker Slough @ Cook Road,A0922000,38.2841,-121824,Solano
933,ALAMO C A SPRR TREST,ALAMO C A SPRR TRESTLE NR ELMIRA,A0922621,38.3482,-121912,Solano
934,ULATIS C NR BINGHAMT,ULATIS C NR BINGHAMTON,A0923000,38.3369,-121819,Solano
935,ULATIS C A BYRNES RD,ULATIS C A BYRNES RD,A0923155,38.3705,-121906,Solano
936,ALAMO C AB VACAVILLE,ALAMO C AB VACAVILLE,A0923170,38.3691,-122012,Solano
937,ULATIS C NR VACAVILL,ULATIS C NR VACAVILLE,A0923600,38.4052,-122043,Solano
938,HASS SL NR MAINE PRA,HASS SL NR MAINE PRAIRE,A0924000,38.3296,-121768,Solano
939,MCCUNE C A MO A ELMI,MCCUNE C A MO A ELMIRA RD,A0941001,38.4166,-121874,Solano
940,SWEANY C NR WINTERS ,SWEANY C NR WINTERS,A0942000,38.4382,-121969,Solano
941,WILLOW CA A CO RD 92,WILLOW CA A CO RD 92F,A0C83221536,38.5363,-121895,Yolo
942,MOORE CA NR MOORE DM,MOORE CA NR MOORE DM,A0C84091530,38.6818,-121884,Yolo
943,ALDER CA NR MOORE DM,ALDER CA NR MOORE DM,A0C84171542,38.6955,-121904,Yolo
944,EAST SIDE CA WR PLEA,EAST SIDE CA WR PLEASANT GROVE,A0C85021315,38.8368,-121526,Sutter
945,BEAR R CA A HALSEY F,BEAR R CA A HALSEY FOREBAY,A0C85841022,38.9405,-121037,Placer
946,SNAKE R (CA) A NUEST,SNAKE R (CA) A NUESTRO RD,A0C91111422,39.1852,-121704,Sutter
947,SNAKE R (CA) A CLARK,SNAKE R (CA) A CLARK RD,A0C91391430,39231,-121717,Sutter
948,MORRISON SLU(CA) EVA,MORRISON SLU(CA) EVANS REIMER RD,A0C92011423,39.3341,-121706,Butte
949,MORRISON SLU(CA) TRI,MORRISON SLU(CA) TRIB GRIDLEY-COL,A0C92011425,39.3341,-121709,Butte
950,ALGODON SLU NR RIO O,ALGODON SLU NR RIO OSO,A0S85851320,38.9749,-121535,Yuba
951,BEST SLU A HWY 99 E ,BEST SLU A HWY 99 E,A0S90211278,39.0354,-121464,Yuba
952,NATOMAS EMDC A JIBBO,NATOMAS EMDC A JIBBON ST BR,A0V83621306,38.6035,-121.51,Sacramento
953,NEMDC @ Sacto,Natomas East Main Drainage Canal @ Sacto,A0V83631284,38.6047,-121476,Sacramento
954,NATOMAS MAIN DR TO S,NATOMAS MAIN DR TO SACTO R,A0V83641314,38606,-121525,Sacramento
955,NATOMAS EMDC BR A E-,NATOMAS EMDC BR A E-EDGE DISCO PK,A0V83651294,38.6082,-121491,Sacramento
956,NEMDC @ ElCamino Rd,Natomas East Main Drainage Canal @ El Camino Rd,A0V83671280,38.6112,-121467,Sacramento
957,NATOMAS EMDC A SILVE,NATOMAS EMDC A SILVER EAGLE RD,A0V83781282,38.6302,-121471,Sacramento
958,R-D 1000 DRAIN NO 3 ,R-D 1000 DRAIN NO 3 TO SACTO R,A0V83871338,38.6452,-121564,Sacramento
959,NATOMAS EMDC A MAIN ,NATOMAS EMDC A MAIN AVE,A0V83931285,38.6555,-121475,Sacramento
960,NATOMAS EMDC BL DRY ,NATOMAS EMDC BL DRY C,A0V83981286,38.6632,-121477,Sacramento
961,NATOMAS EMDC AB DRY ,NATOMAS EMDC AB DRY C,A0V84001286,38.6657,-121478,Sacramento
962,R-D 1000 DR TO SAC R,R-D 1000 DR TO SAC R PRICH LK PP,A0V84391361,38.7307,-121603,Sacramento
963,R-D 1000 DR TO NATOM,R-D 1000 DR TO NATOMAS X-CA,A0V84741358,38.7902,-121597,Sutter
964,R-D 784 D TO FEATHER,R-D 784 D TO FEATHER R,A0V85741344,38.9571,-121575,Yuba
965,ULATIS CR AT BROWN R,ULATIS CR AT BROWN RD,A0X81841476,38.3069,-121794,Solano
966,AG-DR 1/2 M S MAINE ,AG-DR 1/2 M S MAINE PRARIE-ROBBEN,A0X81931471,38.3221,-121786,Solano
967,FRY DR 3/4 MI E LEWI,FRY DR 3/4 MI E LEWIS R ON FRY RD,A0X82021529,38.3369,-121882,Solano
968,CARRINGTON DR AT CLA,CARRINGTON DR AT CLARK RD,A0X82071516,38.3444,-121.86,Solano
969,LOCKE DR (SO-END) AT,LOCKE DR (SO-END) AT ALAMO CR,A0X82121554,38.3538,-121925,Solano
970,ULATIS CR AT HAWKINS,ULATIS CR AT HAWKINS RD,A0X82151508,38.3585,-121848,Solano
971,SAWTELLE DRAIN AT CL,SAWTELLE DRAIN AT CLARK RD,A0X82151515,38.3585,-121.86,Solano
972,LOCKE DR AT HAWKINS ,LOCKE DR AT HAWKINS RD,A0X82161554,38.3591,-121924,Solano
973,NATOMAS CROSS CANAL ,NATOMAS CROSS CANAL AT VERONA,A0X84681362,38.7805,-121604,Sutter
974,NATOMAS CROSS CA A H,NATOMAS CROSS CA A HWY 99,A0X84931326,38.8218,-121544,Sutter
975,THERMALITO FWR CA A ,THERMALITO FWR CA A CALIF WT CO T,A0X93171333,39.5282,-121555,Butte
976,PIT R NR MONTGOMERY ,PIT R NR MONTGOMERY C,A1102000,40.8482,-121991,Shasta
977,MONTGOMERY C A MONTG,MONTGOMERY C A MONTGOMERY C,A1103000,40.8413,-121925,Shasta
978,PIT R A BIG BEND    ,PIT R A BIG BEND,A1109000,41.0193,-121911,Shasta
979,KOSK C NR BIG BEND  ,KOSK C NR BIG BEND,A1110800,41.0399,-121.93,Shasta
980,CLARK C A MO        ,CLARK C A MO,A1118800,41.0379,-121.67,Shasta
981,CAYTON C A MO       ,CAYTON C A MO,A1119100,41.0371,-121639,Shasta
982,CAYTON C A HWY 89   ,CAYTON C A HWY 89,A1119200,41.0438,-121632,Shasta
983,CAYTON C BL SPR     ,CAYTON C BL SPR,A1119400,41069,-121622,Shasta
984,WEST SPR A MO       ,WEST SPR A MO,A1119500,41.0096,-121608,Shasta
985,EAST SPR A MO       ,EAST SPR A MO,A1119600,41.0096,-121608,Shasta
986,PIT R A LK BRITTON  ,PIT R A LK BRITTON,A1120000,40.9899,-121566,Shasta
987,PIT R A US 299      ,PIT R A US 299,A1122000,40.9802,-121545,Shasta
988,PIT R AB PIT 1 PH   ,PIT R AB PIT 1 PH,A1122500,40.9891,-121495,Shasta
989,PIT R A FALL R MILLS,PIT R A FALL R MILLS,A1123000,40.9907,-121438,Shasta
990,PIT R A DOWNTOWN FAL,PIT R A DOWNTOWN FALL R MILLS,A1123100,41001,-121437,Shasta
991,PIT R A PITTVILLE   ,PIT R A PITTVILLE,A1127000,41.0443,-121334,Shasta
992,BEAVER C NR PITTVILL,BEAVER C NR PITTVILLE,A1134200,41.0304,-121334,Shasta
993,HORSE C BL DIXIE RES,HORSE C BL DIXIE RES,A1135100,40.8871,-121117,Shasta
994,MCARTHUR CA A TULE R,MCARTHUR CA A TULE R,A1136500,41.0793,-121447,Shasta
995,PIT R NR BIEBER     ,PIT R NR BIEBER,A1140000,41.0149,-121154,Lassen
996,PIT R NR PUMPKIN CEN,PIT R NR PUMPKIN CENTER,A1141500,41.0574,-121129,Lassen
997,JUNIPER C NR BIEBER ,JUNIPER C NR BIEBER,A1142000,41.0802,-121078,Lassen
998,PIT R A BIEBER      ,PIT R A BIEBER,A1142500,41.1213,-121145,Lassen
999,ROBERTS RES BL DM NR,ROBERTS RES BL DM NR LOOKOUT,A1152500,41.2302,-121136,Modoc
1000,PIT R NR LOOKOUT    ,PIT R NR LOOKOUT,A1157000,41.2913,-121126,Modoc
1001,PIT R A ALLEN CP DMS,PIT R A ALLEN CP DMS,A1158500,41.3474,-121137,Modoc
1002,PIT R A STONE COAL V,PIT R A STONE COAL VLY,A1160000,41.3682,-121031,Modoc
1003,PIT R NR CANBY      ,PIT R NR CANBY,A1168000,41.4063,-120928,Modoc
1004,TURNER C A MO       ,TURNER C A MO,A1170100,41.4188,-120998,Modoc
1005,KELLY HOT SPR NR CAN,KELLY HOT SPR NR CANBY,A1170500,41.4541,-120836,Modoc
1006,TURNER C NR CANBY   ,TURNER C NR CANBY,A1171000,41.4302,-121008,Modoc
1007,CANYON C A BR ON CEN,CANYON C A BR ON CENTERVILLE RD,A1172500,41.4218,-120727,Modoc
1008,PIT R A COU RD 70   ,PIT R A COU RD 70,A1175100,41.4304,-120737,Modoc
1009,CLOVER SWALE CREEK A,CLOVER SWALE CREEK AT HWY 299,A1175800,41.4588,-120782,Modoc
1010,HOT C A HWY 299     ,HOT C A HWY 299,A1176000,41491,-120702,Modoc
1011,PIT R BL ALTURAS    ,PIT R BL ALTURAS,A1176500,41.4818,-120641,Modoc
1012,ROCK C A HWY 299    ,ROCK C A HWY 299,A1177200,41.4971,-120608,Modoc
1013,RATTLESNAKE C A HWY ,RATTLESNAKE C A HWY 299,A1177300,41.4982,-120597,Modoc
1014,PIT R A ALTURAS LUMB,PIT R A ALTURAS LUMBER MILL,A1177500,41.4804,-120584,Modoc
1015,PIT R NF A CENTERVIL,PIT R NF A CENTERVILLE RD,A1202000,41.4754,-120555,Modoc
1016,PIT R NF A ALTURAS  ,PIT R NF A ALTURAS,A1210000,41.4821,-120539,Modoc
1017,PIT R NF BL PARKER C,PIT R NF BL PARKER C,A1220200,41516,-120483,Modoc
1018,PARKER C NR ALTURAS ,PARKER C NR ALTURAS,A1227500,41.5199,-120474,Modoc
1019,PIT R NF AB QUARANTI,PIT R NF AB QUARANTINE STA,A1228000,41576,-120475,Modoc
1020,THOMS C NR DAVIS C  ,THOMS C NR DAVIS C,A1235050,41.5932,-120423,Modoc
1021,PIT R NF BL JOSEPH C,PIT R NF BL JOSEPH C,A1235100,41.5971,-120424,Modoc
1022,JOSEPH C AB NF PIT R,JOSEPH C AB NF PIT R,A1235200,41.6138,-120417,Modoc
1023,PINE C A NEW PINE C ,PINE C A NEW PINE C,A1300000,41.9949,-120325,Modoc
1024,COTTONWOOD C NR NEW ,COTTONWOOD C NR NEW PINE C,A1301000,41.9457,-120315,Modoc
1025,ROBERTS C BL ROBERTS,ROBERTS C BL ROBERTS RES,A1304800,41.7116,-120393,Modoc
1026,DAVIS C A DAVIS C   ,DAVIS C A DAVIS C,A1305300,41.7371,-120376,Modoc
1027,DAVIS C NR DAVIS C  ,DAVIS C NR DAVIS C,A1305400,41.7399,-120354,Modoc
1028,LASSEN C NR WILLOW R,LASSEN C NR WILLOW RH,A1306000,41.8832,-120342,Modoc
1029,WILLOW C A WILLOW RH,WILLOW C A WILLOW RH,A1306400,41.9068,-120358,Modoc
1030,WILLOW C NR RANGER S,WILLOW C NR RANGER STA,A1306600,41.8746,-120303,Modoc
1031,DRY CREEK NR WESTSID,DRY CREEK NR WESTSIDE OREGON,A1307000,42.0316,-120523,Oregon
1032,BRANCH C W SIDE OF G,BRANCH C W SIDE OF GOOSE LK,A1310000,41.8785,-120505,Modoc
1033,THOMAS CREEK AT HWY ,THOMAS CREEK AT HWY 66,A1344000,42.1935,-120.39,Oregon
1034,HAMMERSLEY CANYON C ,HAMMERSLEY CANYON C A LAKEVIEW,A1370000,42.1935,-120373,Oregon
1035,FITZHUGH C A HWY 395,FITZHUGH C A HWY 395,A1400000,41.3568,-120525,Modoc
1036,DORRIS RES DIV A HWY,DORRIS RES DIV A HWY 395,A1400100,41.4818,-120531,Modoc
1037,PIT R SF A ALTURAS  ,PIT R SF A ALTURAS,A1401000,41.4735,-120556,Modoc
1038,PIT R SF A JONES LA ,PIT R SF A JONES LA,A1401400,41.4004,-120552,Modoc
1039,WESTSIDE CA A JONES ,WESTSIDE CA A JONES LA,A1401500,41.4004,-120553,Modoc
1040,EASTSIDE CA A JONES ,EASTSIDE CA A JONES LA,A1401600,41.4004,-120.55,Modoc
1041,EASTSIDE CA A MCARTH,EASTSIDE CA A MCARTHUR RD,A1401700,41.3277,-120537,Modoc
1042,PIT R SF A MCARTHUR ,PIT R SF A MCARTHUR RD,A1401800,41.3274,-120549,Modoc
1043,WESTSIDE CA A MCARTH,WESTSIDE CA A MCARTHUR RD,A1401900,41.3271,-120559,Modoc
1044,WESTSIDE CA NR CROOK,WESTSIDE CA NR CROOKS CN C,A1402000,41.2818,-120567,Modoc
1045,PINE C NR ALTURAS   ,PINE C NR ALTURAS,A1410000,41.4313,-120.44,Modoc
1046,PIT R SF NR ALTURAS ,PIT R SF NR ALTURAS,A1415000,41.4612,-120.55,Modoc
1047,PINE C NR MODOC NATI,PINE C NR MODOC NATIONAL WLDL REF,A1425000,41.4463,-120472,Modoc
1048,PIT R SF NR LIKELY  ,PIT R SF NR LIKELY,A1440000,41.2307,-120437,Modoc
1049,PIT R SF NR JESS VLY,PIT R SF NR JESS VLY,A1450000,41.2316,-120364,Modoc
1050,PIT R SF A LIKELY   ,PIT R SF A LIKELY,A1451000,41.2382,-120504,Modoc
1051,STONES CN C NR LIKEL,STONES CN C NR LIKELY,A1451500,41.2202,-120541,Modoc
1052,WEST VLY C BL W VLY ,WEST VLY C BL W VLY RES,A1460500,41.2296,-120416,Modoc
1053,PIT R SF AB W VLY C ,PIT R SF AB W VLY C,A1464000,41.2299,-120416,Modoc
1054,BURNEY C A MO       ,BURNEY C A MO,A1500000,41.0213,-121656,Shasta
1055,BURNEY C A BURNEY FA,BURNEY C A BURNEY FALLS,A1510000,41019,-121656,Shasta
1056,BURNEY C NR BURNEY  ,BURNEY C NR BURNEY,A1515000,40.8707,-121684,Shasta
1057,HAT C A MO          ,HAT C A MO,A1600000,40.9885,-121576,Shasta
1058,HAT C NR CASSEL     ,HAT C NR CASSEL,A1610000,40.9777,-121.56,Shasta
1059,HAT C A CARBON      ,HAT C A CARBON,A1613000,40.9679,-121548,Shasta
1060,HAT C NO 2 PP NR BUR,HAT C NO 2 PP NR BURNEY CA,A1614000,40.9604,-121549,Shasta
1061,HAT C NR HAT C      ,HAT C NR HAT C,A1645000,40.6868,-121425,Shasta
1062,HAT C WF NR MANZANIT,HAT C WF NR MANZANITA LK,A1689500,40.5096,-121466,Shasta
1063,FALL R A FALL R MILL,FALL R A FALL R MILLS,A1710000,41.0013,-121.44,Shasta
1064,FALL R A DIV DM NR F,FALL R A DIV DM NR FALL R MILLS,A1710600,41.0143,-121464,Shasta
1065,FALL R BL SPR C     ,FALL R BL SPR C,A1734500,41.1018,-121514,Shasta
1066,FALL R AB BIG LK    ,FALL R AB BIG LK,A1735000,41.0882,-121494,Shasta
1067,SQUAW C NR FALL R MI,SQUAW C NR FALL R MILLS,A1761000,41.1149,-121458,Shasta
1068,MCARTHUR CA A MCARTH,MCARTHUR CA A MCARTHUR,A1794100,41051,-121395,Shasta
1069,WILLOW C A HWY 299  ,WILLOW C A HWY 299,A1814500,41171,-120983,Lassen
1070,WILLOW C NR ADIN    ,WILLOW C NR ADIN,A1815000,41.1057,-120927,Lassen
1071,WILLOW C NR WILLOW C,WILLOW C NR WILLOW C STA,A1817700,41.0204,-120853,Lassen
1072,BUTTE C NR GOLD HILL,BUTTE C NR GOLD HILL L,A1824800,41.1304,-121909,Lassen
1073,BUTTE C A WALKER SPR,BUTTE C A WALKER SPR,A1825500,41.0999,-120824,Lassen
1074,ASH C A ADIN        ,ASH C A ADIN,A1835000,41.1982,-120943,Modoc
1075,RUSH C NR ADIN      ,RUSH C NR ADIN,A1840000,41.2624,-120894,Modoc
1076,ASH C A ASH C CG    ,ASH C A ASH C CG,A1850000,41.1607,-120.83,Lassen
1077,LK BRITTON OPP SECTI,LK BRITTON OPP SECTION 27 CG,A1L10061364,41.0141,-121612,Shasta
1078,LK BRITTON OPP BOAT ,LK BRITTON OPP BOAT RAMP,A1L10121375,41.0202,-121626,Shasta
1079,LK BRITTON A FY XING,LK BRITTON A FY XING,A1L10131399,41.0215,-121666,Shasta
1080,LK BRITTON          ,LK BRITTON,A1L10131405,41.0218,-121677,Shasta
1081,LK BRITTON OPP PICNI,LK BRITTON OPP PICNIC AREA,A1L10191388,41031,-121647,Shasta
1082,BIG LK 4 NR FALL R M,BIG LK 4 NR FALL R MILLS,A1L10621248,41.1027,-121414,Shasta
1083,BIG LK 5 NR FALL R M,BIG LK 5 NR FALL R MILLS,A1L10631264,41.1043,-121441,Shasta
1084,BIG LK 1 NR FALL R M,BIG LK 1 NR FALL R MILLS,A1L10701241,41.1166,-121402,Shasta
1085,BIG LK 3 NR FALL R M,BIG LK 3 NR FALL R MILLS,A1L10801245,41.1332,-121409,Shasta
1086,BLUE LK NR LIKELY   ,BLUE LK NR LIKELY,A1L10870169,41.1452,-120284,Modoc
1087,GOOSE LK NR DAVIS C ,GOOSE LK NR DAVIS C,A1L14440263,41.7399,-120439,Modoc
1088,GOOSE LK A M OF CAUS,GOOSE LK A M OF CAUSEWAY,A1L14620277,41.7707,-120462,Modoc
1089,GOOSE LK NR EVERLY R,GOOSE LK NR EVERLY RH NR WILLOW R,A1L15230298,41.8713,-120498,Modoc
1090,GOOSE LK A WILLOW RH,GOOSE LK A WILLOW RH,A1L15420219,41.9038,-120366,Modoc
1091,GOOSE LK A LOG LDG  ,GOOSE LK A LOG LDG,A1L15780296,41.9641,-120495,Modoc
1092,GOOSE LK A STATE LI ,GOOSE LK A STATE LI,A1L15960198,41.9935,-120.33,Modoc
1093,IRON CN RES         ,IRON CN RES,A1R10281591,41046,-121987,Shasta
1094,WEST VALLEY RES NR L,WEST VALLEY RES NR LIKELY,A1R11340247,41223,-120413,Modoc
1095,BIG SAGE RES NR ALTU,BIG SAGE RES NR ALTURAS,A1R13460375,41.5766,-120626,Modoc
1096,DORRIS RES NR ALTURA,DORRIS RES NR ALTURAS,A1R13930293,41.6546,-120489,Modoc
1097,DRY FORK C A SHASTA ,DRY FORK C A SHASTA LK,A2012000,40.7246,-122459,Shasta
1098,SQUAW C L A SHASTA L,SQUAW C L A SHASTA LK,A2013000,40.7401,-122469,Shasta
1099,SHASTA KING BLW DUMP,SHASTA KING BLW DUMPS,A2013700,40731,-122495,Shasta
1100,SQUAW C L SF AB SQUA,SQUAW C L SF AB SQUAW C L NF,A2013900,40.7379,-122489,Shasta
1101,SQUAW C L SF A STREA,SQUAW C L SF A STREAM MI 0.4,A2014200,40.7343,-122493,Shasta
1102,SHASTA KING MINE DR ,SHASTA KING MINE DR 1,A2014400,40.7315,-122496,Shasta
1103,SQUAW C L SF A STREA,SQUAW C L SF A STREAM MI 0.7,A2014500,40.7304,-122495,Shasta
1104,BALAKLALA MINE DR 1 ,BALAKLALA MINE DR 1,A2014600,40.7299,-122496,Shasta
1105,WEIL BLW DUMPS      ,WEIL BLW DUMPS,A2014800,40.7274,-122497,Shasta
1106,BALAKLALA MINE DR 3 ,BALAKLALA MINE DR 3,A2014900,40.7249,-122498,Shasta
1107,SQUAW C L SF A STREA,SQUAW C L SF A STREAM MI 0.8,A2015500,40.7299,-122496,Shasta
1108,SHASTA KING MINE DR ,SHASTA KING MINE DR 2,A2015600,40.7313,-122498,Shasta
1109,SQUAW C L SF A STREA,SQUAW C L SF A STREAM MI 10,A2015900,40729,-122.5,Shasta
1110,SQUAW C L TRIB 11   ,SQUAW C L TRIB 11,A2016100,40.7243,-122502,Shasta
1111,WEIL AB DUMPS       ,WEIL AB DUMPS,A2016200,40.7268,-122498,Shasta
1112,KEYSTONE MINE DR 2  ,KEYSTONE MINE DR 2,A2016300,40.7229,-122502,Shasta
1113,KEYSTONE MINE DR 1  ,KEYSTONE MINE DR 1,A2016400,40.7218,-122502,Shasta
1114,BALAKLALA MINE DRAIN,BALAKLALA MINE DRAIN #4,A2016500,40.7254,-122502,Shasta
1115,KEYSTONE MINE DR 3  ,KEYSTONE MINE DR 3,A2016600,40.7201,-122503,Shasta
1116,KEYSTONE MINE DR 5  ,KEYSTONE MINE DR 5,A2016800,40.7213,-122505,Shasta
1117,KEYSTONE MINE DR 6  ,KEYSTONE MINE DR 6,A2016900,40.7204,-122504,Shasta
1118,SQUAW C L SF A STREA,SQUAW C L SF A STREAM MI 1.1,A2017000,40.7282,-122502,Shasta
1119,EARLY BIRD MINE DR  ,EARLY BIRD MINE DR,A2017500,40726,-122518,Shasta
1120,BACKBONE C L A MO   ,BACKBONE C L A MO,A2018500,40.7613,-122437,Shasta
1121,MAMMOTH MINE DR NR M,MAMMOTH MINE DR NR MAMMOTH BUTTE,A2018700,40.7621,-122456,Shasta
1122,ANTLER C A I5 NR LAK,ANTLER C A I5 NR LAKEHEAD,A2020100,40.8976,-122383,Shasta
1123,ANTLER C BL SHASTA C,ANTLER C BL SHASTA COU DUMP,A2020200,40.8985,-122384,Shasta
1124,ANTLER C AB SHASTA C,ANTLER C AB SHASTA COU DUMP,A2020300,40.8999,-122387,Shasta
1125,SACRAMENTO R A KESWI,SACRAMENTO R A KESWICK,A2101000,40601,-122444,Shasta
1126,ROCK C NR KESWICK DM,ROCK C NR KESWICK DM,A2101500,40.6132,-122452,Shasta
1127,SPRING C NR KESWICK ,SPRING C NR KESWICK,A2101800,40.6293,-122469,Shasta
1128,SPRING C BL SPR C SF,SPRING C BL SPR C SF,A2101850,40.6304,-122491,Shasta
1129,SPRING C NR MINNESOT,SPRING C NR MINNESOTA,A2103400,40.6674,-122491,Shasta
1130,SPRING C NR MINNESOT,SPRING C NR MINNESOTA,A2103500,40.6674,-122491,Shasta
1131,SPRING C NR STOWELL ,SPRING C NR STOWELL MINE MO,A2103600,40.7157,-122517,Shasta
1132,SACRAMENTO R BL MATH,SACRAMENTO R BL MATHESON STA,A2103900,40.6621,-122461,Shasta
1133,SACRAMENTO R A MATHE,SACRAMENTO R A MATHESON,A2104000,40.6632,-122452,Shasta
1134,STOCKPILE DR A MATHE,STOCKPILE DR A MATHESON,A2104100,40.6643,-122461,Shasta
1135,SACRAMENTO R AB MATH,SACRAMENTO R AB MATHESON,A2104200,40.6657,-122.46,Shasta
1136,MOTION C BL SHASTA D,MOTION C BL SHASTA DM,A2104300,40.6868,-122455,Shasta
1137,SACRAMENTO R BL SHAS,SACRAMENTO R BL SHASTA DM,A2104500,40.7154,-122427,Shasta
1138,SACRAMENTO R A SHAST,SACRAMENTO R A SHASTA PP,A2104600,40.7163,-122424,Shasta
1139,SACRAMENTO R A KENNE,SACRAMENTO R A KENNETT,A2106000,40.7457,-122409,Shasta
1140,SALT C A I5 AND SHAS,SALT C A I5 AND SHASTA LK,A2119500,40.8499,-122338,Shasta
1141,SACRAMENTO R A DELTA,SACRAMENTO R A DELTA,A2130000,40939,-122417,Shasta
1142,DOG C A I5 NR DELTA ,DOG C A I5 NR DELTA,A2130100,40.9382,-122421,Shasta
1143,SLATE C NR LAMOINE  ,SLATE C NR LAMOINE,A2134000,40.9754,-122432,Shasta
1144,SHOTGUN C NR SIMS   ,SHOTGUN C NR SIMS,A2142500,41.0521,-122379,Shasta
1145,SACRAMENTO R NR SIMS,SACRAMENTO R NR SIMS,A2143300,41.0624,-122365,Shasta
1146,MEARS C NR DUNSMUIR ,MEARS C NR DUNSMUIR,A2143500,41.0738,-122359,Shasta
1147,FLUME C NR DUNSMUIR ,FLUME C NR DUNSMUIR,A2143600,41.0949,-122345,Shasta
1148,CASTLE C A CASTELLA ,CASTLE C A CASTELLA,A2145100,41.1449,-122317,Shasta
1149,CASTLE C NR CASTELLA,CASTLE C NR CASTELLA,A2145200,41.1468,-122325,Shasta
1150,CASTLE C NR CASTLE C,CASTLE C NR CASTLE C CAMPGROUND,A2145300,41.1549,-122357,Shasta
1151,SODA C A CASTLE CRAG,SODA C A CASTLE CRAG,A2145500,41.1602,-122292,Shasta
1152,CASTLE C L NR DUNSMU,CASTLE C L NR DUNSMUIR,A2146000,41.1838,-122291,Shasta
1153,SACRAMENTO R NR DUNS,SACRAMENTO R NR DUNSMUIR,A2146500,41.2307,-122279,Siskiyou
