STATION_ID,STATION_NAME,FULL_STATION_NAME,STATION_NUMBER,LATITUDE,LONGITUDE,COUNTY_NAME
272,KA015173,CALIFORNIA AQU A LASSEN AVE BR,KA015173,36.2655,-120091,Fresno
273,KA015583,CA. AQUEDUCT MILE 155.83 U/S OF LONE STAR FARMS WE,KA015583,36.2175,-120061,Fresno
274,KA015634,CALIFORNIA AQUEDUCT AT WWD T.O. 23R. (HURON CSD),KA015634,36211,-120058,Fresno
275,KA015700,CA. AQUEDUCT MILE 157.00 D/S OF LONE STAR WELLS IN,KA015700,36.2017,-120055,Fresno
276,KA015845,CALIFORNIA AQU A MI 158.45,KA015845,36.1819,-120049,Fresno
277,KA016040,CA. AQUEDUCT MILE 160.40 U/S OF HALF MOON PRODUCE,KA016040,36.1536,-120.05,Fresno
278,KA016440,CALIFORNIA AQUEDUCT AT AVENAL OUT/OFF ROAD/BRIDGE,KA016440,36.1002,-120059,Kings
279,KA016469,FLOODWATER INTO C.A. AT CHECK 20 MI 164.69,KA016469,36.0962,-120058,Kings
280,KA016479,CALIFORNIA AQUEDUCT WWD T.O. 28R. (AVENAL CSD),KA016479,36.0946,-120059,Kings
281,KA016920,CA. AQUEDUCT MILE 169.20 U/S PF COUTURE WELL,KA016920,36.0491,-120007,Kings
282,KA016950,CA. AQUEDUCT MILE 169.50 D/S OF COUTURE WELL,KA016950,36.0472,-120002,Kings
283,KA017042,CALIFORNIA AQUEDUCT AT QUAIL AVENUE BRIDGE,KA017042,36.0363,-119994,Kings
284,Check 21,CALIFORNIA AQU NR KETTLEMAN CK-21,KA017226,36.0142,-119977,Kings
285,KA017511,CALIFORNIA AQU DUDLEY RIDGE NO 1,KA017511,35.9883,-119996,Kings
286,KA017854,CALIFORNIA AQU A UTICA AVE,KA017854,35.9344,-119933,Kings
287,KA018299,CALIFORNIA AQU DUDLEY RIDGE NO 2,KA018299,35.8841,-119892,Kings
288,KA018472,CALIFORNIA AQU DUDLEY RIDGE NO 3,KA018472,35.8508,-119.89,Kings
289,KA018482,CALIFORNIA AQU A MI 184.82,KA018482,35.8494,-119.89,Kings
290,KA018969,CALIFORNIA AQU LOST HILLS NO 1,KA018969,35.8494,-119.89,Kings
291,KA019675,CALIFORNIA AQU LOST HILLS NO 4,KA019675,35.7227,-119795,Kern
292,KA020205,CALIFORNIA AQU LOST HILLS NO 5,KA020205,35.6516,-119728,Kern
293,KA021707,CALIFORNIA AQU BELRIDGE NO 5,KA021707,35465,-119623,Kern
294,KA023811,CALIFORNIA AQUEDUCT AT CHECK 28,KA023811,35296,-119344,Kern
295,Check 29,CALIFORNIA AQU A CHECK 29,KA024454,35232,-119.33,Kern
296,KA025099,CALIF AQUEDUCT IMPORT STATION AT BUENA VISTA PP,KA025099,35.1608,-119347,Kern
297,KA029339,CALIFORNIA AQU A A.D. EDMONSTON,KA029339,34.9297,-118818,Kern
298,Check 41,CALIFORNIA AQUEDUCT AT CHECK 41,KA030341,34834,-118712,Kern
299,KA036061,CALIFORNIA AQU A PEARBLOSSOM PUPL,KA036061,34.5167,-117913,Los Angeles
300,Check 66,CALIFORNIA AQU A INL TO MOJAVE SI,KA040341,34336,-117304,San Bernardino
301,KA040558,CALIFORNIA AQU MOJAVE SIPHON A LO,KA040558,34.3047,-117306,San Bernardino
302,CA@Devil Canyon,California Aqueduct at Devil Canyon Afterbay,KA041288,34.2011,-117335,San Bernardino
303,KB000000,S BAY PUMPING PLANT,KB000000,37.7772,-121625,Alameda
304,SBA Backsurge Pool,SOUTH BAY AQUEDUCT BACKSURGE POOL,KB000327,37.7653,-121674,Alameda
305,KB000721,S BAY AQU A ALTAMONT TURNOUT,KB000721,37721,-121691,Alameda
306,KB000947,PATTERSON RES A OL TOWER,KB000947,37698,-121683,Alameda
307,KB001406,S BAY AQU A WENTE T NR ARR MOCHO,KB001406,37.6535,-121683,Alameda
308,KB001627,S BAY AQU A MI 16.27,KB001627,37.6533,-121769,Alameda
309,Del Valle Check,South Bay Aqueduct Del Valle Check 7,KB001638,37.6547,-121742,Alameda
310,KB001940,S BAY AQU A S LIVERMORE TURNOUT,KB001940,37.6241,-121769,Alameda
311,KB002195,S BAY AQU A MI 21.95,KB002195,37.6158,-121794,Alameda
312,KB002250,S BAY AQU A VALLECITOS TURNOUT,KB002250,37.6019,-121815,Alameda
313,SBA@Santa Clara Term,South Bay Aqueduct at Santa Clara Terminal,KB004207,37.4072,-121.84,Santa Clara
314,KC000002,COASTAL B TURNOUT,KC000002,35.8575,-119889,Kings
315,Check 4,DEVILS DEN,KC000934,35.7894,-119974,Kern
316,KC001220,COASTAL B A CHECK 5,KC001220,35.7713,-119988,Kern
317,KC001483,COASTAL B BRENDA MESA,KC001483,35.7139,-120028,Kern
318,Barker Sl. Pump Plnt,North Bay Aqueduct at Barker Slough Pumping Plant,KG000000,38.2759,-121796,Solano
319,Cordelia,CORDELIA RESERVOIR AT PUMP INTAKE,KG002111,38.2276,-122135,Solano
320,KG002121,NORTH BAY AQUEDUCT CORDELIA PP,KG002121,38.2155,-122.14,Solano
321,KOCHERGEN,KOCHERGEN 18-1 AND 24-5 BLEND MILE 164.10 R,DKA01641,36.1034,-120064,Fresno
322,Lake Davis,LK DAVIS A STA 1 NR DM,LD001000,39.8857,-120479,Plumas
323,LD002000,LK DAVIS A STA 2 NR M,LD002000,39.9152,-120507,Plumas
324,LD003000,LK DAVIS A STA 3,LD003000,39.9318,-120523,Plumas
325,ON004000,O NEILL FOBY A HWY 152 BR,ON004000,37.0683,-121.07,Merced
326,ON005000,O NEILL FOBY A OL FROM O NEILL PU,ON005000,37098,-121049,Merced
327,ON056803,DMC AT MC CABE ROAD BRIDGE MILE 68.03,ON056803,37.1152,-121018,Merced
328,ON056930,O'NEILL PUMP GENERATION PLANT HEADWORKS ON DMC,ON056930,37.0987,-121047,Merced
329,"Lake Oroville, Dam",LK OROVILLE NR DM STA 1,OR001000,39.5384,-121482,Butte
330,"Lake Oroville, WB","Lake Oroville in North Fork Arm, Sta 2",OR002000,39.6172,-121489,Butte
331,Lime Saddle Marina,"Lake Oroville at Bidwell Bar Bridge, Sta 3",OR003000,39.5516,-121429,Butte
332,OR004000,POLERMO CA OL A OROVILLE DM,OR004000,39.5332,-121483,Butte
333,LkPerris@Inlet,Lake Perris Inlet,PE001000,33.8599,-117194,Riverside
334,LkPerris@Outlet,Lake Perris Outlet,PE002000,33.8399,-117176,Riverside
335,PE005000,Lake Perris West of Alessandro Island,PE005000,33.8606,-117178,Riverside
336,Pyramid TU Outlet,PYRAMID LK A ANGELES Tunnel INtake Outlet,PY001000,34.6449,-118764,Los Angeles
337,PY003000,PYRAMID LK A PROJECT INLET,PY003000,34.6768,-118783,Los Angeles
338,PY005000,PYRAMID LAKE NORTH OF CHUMASH ISLAND,PY005000,34.6553,-118769,Los Angeles
339,QL001000,QUAIL LK A OUTLET,QL001000,,,Los Angeles
340,Silverwood Lk SR,Silverwood Lake Stream Release @ Cedar Springs Dam,SI001000,34.3026,-117325,San Bernardino
341,Silverwood Lk Tower,Silverwood Lk Outlet Tower (San Bernardino Tunnel),SI002000,34.2793,-117329,San Bernardino
342,SL001000,SAN LUIS RES A TRASHRACKS,SL001000,37.0681,-121085,Merced
343,SL002000,SAN LUIS RES A BOAT RAMP,SL002000,37.0436,-121092,Merced
344,Tunnel Island,San Luis Reservoir at Tunnel Island,SL005000,37.0693,-121153,Merced
345,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,39.4556,-121637,Butte
346,TA002000,THERMALITO AFTERBAY A SUTT+BUT CA,TA002000,39.4513,-121659,Butte
347,TA003000,THERMALITO AFTERBAY A W+RICH CA,TA003000,39.5063,-121683,Butte
348,TE001000,TEHACHAPI AFTERBAY,TE001000,34.8314,-118711,Los Angeles
349,TFB Power Canal,THERMALITO POWER CA A CHICO RD BR,TF001000,39.5312,-121579,Butte
350,TF002000,THERMALITO FOBY A NELSON AVE BR,TF002000,39.5243,-121613,Butte
351,Z2375000,PIRU C A OLD GAUGING STA,Z2375000,34.63,-118748,Los Angeles
352,Z2376000,PIRU C RELEASE FROM PYRAMID DM,Z2376000,34.6403,-118763,Los Angeles
353,Z2379000,PIRU C AB DM,Z2379000,34665,-118823,Los Angeles
354,DKA12604,DKA12604,DKA12604,36.5288,-120379,Fresno
355,DKA11844,DKA11844,DKA11844,36.5899,-120487,Fresno
356,DKA14153,DKA14153,DKA14153,36.3422,-120246,Fresno
357,DKA14532,DKA14532,DKA14532,36.3164,-120194,Fresno
358,DKA16784,DKA16784,DKA16784,36066,-120019,Kings
359,DKA11372,CA Aquaduct at Mile 113.72 RB,DKA11372,36.6479,-120525,Fresno
360,Dewater WWD 13 R,CA Aquduct RB Mile 133.81,DKA13381,36.4432,-120302,Fresno
361,Antelope,ANTELOPE LK NR DM,AN001000,40.1805,-120606,Plumas
362,Lysimeter1@47',Stockton Morada Ln - USGS Lysimeter,02N06E11H009M,38.0358,-121279,San Joaquin
363,ZE-P3,Zamora Extensometer P3,11N01E24Q006M,38.7793,-121812,Yolo
364,ZE-P4,Zamora Extensometer P4,11N01E24Q007M,38.7793,-121812,Yolo
365,Wilbur Packing MW-1A,15N03E04B004M,15N03E04B004M,39.1889,-121638,Sutter
366,Wilbur Packing MW-1B,15N03E04B005M,15N03E04B005M,39.1889,-121638,Sutter
367,YR-2,15N04E04R006M,15N04E04R006M,39.1759,-121524,Yuba
368,04S14W09A001S,04S14W09A001S,04S14W09A001S,33.8436,-118346,Los Angeles
369,06S02W06Q,06S02W06Q__aS,06S02W06Q__aS,33675,-117127,Riverside
370,06S02W06R,06S02W06R__aS,06S02W06R__aS,33675,-117123,Riverside
371,06S02W07A,06S02W07A__aS,06S02W07A__aS,33.6715,-117123,Riverside
372,06S02W07J,06S02W07J__aS,06S02W07J__aS,33.6643,-117123,Riverside
373,06S02W07L,06S02W07L__aS,06S02W07L__aS,33.6643,-117131,Riverside
374,06S02W07Na,06S02W07N__aS,06S02W07N__aS,33.6607,-117135,Riverside
375,06S02W07Pa,06S02W07P__aS,06S02W07P__aS,33.6607,-117131,Riverside
376,06S02W07Pb,06S02W07P__bS,06S02W07P__bS,33.6607,-117131,Riverside
377,06S02W07Ra,06S02W07R__aS,06S02W07R__aS,33.6607,-117123,Riverside
378,06S02W07Rc,06S02W07R__cS,06S02W07R__cS,33.6607,-117123,Riverside
379,06S02W08B,06S02W08B__aS,06S02W08B__aS,33.6715,-117109,Riverside
380,06S02W09E,06S02W09E__aS,06S02W09E__aS,33.6679,-117101,Riverside
381,06S02W17K,06S02W17K__aS,06S02W17K__aS,33.6501,-117109,Riverside
382,06S02W17L,06S02W17L__aS,06S02W17L__aS,33.6501,-117114,Riverside
383,06S02W17M,06S02W17M__aS,06S02W17M__aS,33.6501,-117118,Riverside
384,06S02W17N,06S02W17N__aS,06S02W17N__aS,33.6465,-117118,Riverside
385,06S02W17P,06S02W17P__aS,06S02W17P__aS,33.6465,-117114,Riverside
386,06S02W17Qa,06S02W17Q__aS,06S02W17Q__aS,33.6465,-117109,Riverside
387,06S02W18A,06S02W18A__aS,06S02W18A__aS,33.6573,-117123,Riverside
388,06S02W18D,06S02W18D__aS,06S02W18D__aS,33.6573,-117135,Riverside
389,06S02W18Ea,06S02W18E__aS,06S02W18E__aS,33.6537,-117135,Riverside
390,06S02W18M,06S02W18M__aS,06S02W18M__aS,33.6501,-117135,Riverside
391,06S02W19A,06S02W19A__aS,06S02W19A__aS,33.6431,-117123,Riverside
392,06S02W19B,06S02W19B__aS,06S02W19B__aS,33.6431,-117127,Riverside
393,06S02W19C,06S02W19C__aS,06S02W19C__aS,33.6431,-117131,Riverside
394,06S02W19E,06S02W19E__aS,06S02W19E__aS,33.6395,-117135,Riverside
395,06S02W20C,06S02W20C__aS,06S02W20C__aS,33.6431,-117114,Riverside
396,06S02W20D,06S02W20D__aS,06S02W20D__aS,33.6431,-117118,Riverside
397,06S03W10R,06S03W10R__aS,06S03W10R__aS,33.6607,-117175,Riverside
398,06S03W12J,06S03W12J__aS,06S03W12J__aS,33.6643,-117.14,Riverside
399,06S03W12P001S,04S14W09A001S,06S03W12P001S,33.6607,-117149,Riverside
400,06S03W12Ra,06S02W04R__aS,06S03W12R__aS,33.6607,-117.14,Riverside
401,06S03W12Rb,06S02W06P001S,06S03W12R__bS,33.6607,-117.14,Riverside
402,06S03W13Ab,06S02W06Q__aS,06S03W13A001S,33.6573,-117.14,Riverside
403,06S03W13Ac,06S02W06R__aS,06S03W13A002S,33.6573,-117.14,Riverside
404,06S03W13Aa,06S02W07A__aS,06S03W13A004S,33.6573,-117.14,Riverside
405,06S03W13Ba,06S02W07J__aS,06S03W13B001S,33.6573,-117144,Riverside
406,06S03W13Bb,06S02W07L__aS,06S03W13B016S,33.6573,-117144,Riverside
407,06S03W13C,06S02W07N__aS,06S03W13C008S,33.6573,-117149,Riverside
408,06S03W13D,06S02W07P__aS,06S03W13D008S,33.6573,-117153,Riverside
409,06S03W13Ea,06S02W07P__bS,06S03W13E003S,33.6537,-117153,Riverside
410,06S03W13Fa,06S02W07R__aS,06S03W13F007S,33.6512,-117.15,Riverside
411,06S03W13Fb,06S02W07R__cS,06S03W13F008S,33.6537,-117149,Riverside
412,06S03W13Gb,06S02W08B__aS,06S03W13G009S,33.6537,-117144,Riverside
413,06S03W13Ga,06S02W09E__aS,06S03W13G011S,33.6537,-117144,Riverside
414,06S03W13Ja,06S02W17K__aS,06S03W13J003S,33.6501,-117.14,Riverside
415,06S03W13Jc,06S02W17L__aS,06S03W13J007S,33.6501,-117.14,Riverside
416,06S03W13Jb,06S02W17M__aS,06S03W13J012S,33.6501,-117.14,Riverside
417,06S03W13Mb,06S02W17N__aS,06S03W13M006S,33.6501,-117153,Riverside
418,06S03W13Ma,06S02W17P__aS,06S03W13M007S,33.6501,-117153,Riverside
419,06S03W14Ab,06S02W17Q__aS,06S03W14A002S,33.6573,-117157,Riverside
420,06S03W14Aa,06S02W18A__aS,06S03W14A005S,33.6573,-117157,Riverside
421,06S03W14Ha,06S02W18D__aS,06S03W14H001S,33.6537,-117157,Riverside
422,06S03W14Hb,06S02W18E__aS,06S03W14H002S,33.6537,-117157,Riverside
423,06S03W14Ja,06S02W18M__aS,06S03W14J005S,33.6501,-117157,Riverside
424,06S03W14Jb,06S02W19A__aS,06S03W14J009S,33.6501,-117157,Riverside
425,06S03W14R,06S02W19B__aS,06S03W14R003S,33.6426,-117157,Riverside
426,06S03W15J,06S02W19C__aS,06S03W15J__aS,33.6501,-117175,Riverside
427,06S03W22B,06S02W19E__aS,06S03W22B__aS,33.6431,-117179,Riverside
428,06S03W22R,06S02W20C__aS,06S03W22R002S,33.6273,-117176,Riverside
429,06S03W24A,06S02W20D__aS,06S03W24A__aS,33.6431,-117.14,Riverside
430,06S03W24B,06S03W10R__aS,06S03W24B__aS,33.6431,-117144,Riverside
431,SanJustoRes@MidL,San Justo Res Midlake,D3L64921266,36.8233,-121441,San Benito
432,NDWM01,North Delta Water Mgmt St 01,B9D80601338,38.1005,-121564,San Joaquin
433,NWELL10,NEW WELL 10,B9G83252463,38.5413,-122773,Sonoma
434,SIPH#16,Twitchell Siphon Number 16,B9P80541382,38.0902,-121638,Sacramento
435,SIPH#17,Twitchell Siphon Number 17,B9P80561387,38.0933,-121646,Sacramento
436,SIPH#06,Twitchell Siphon Number 06,B9P80711396,38.1188,-121.66,Sacramento
437,SacR@AlamarMarina,Sacramento River @ Alamar Marina,B9D84051376,38.6749,-121628,Sacramento
438,SJR @ OR,San Joaquin River @ Old River,B9D74851196,37.8083,-121327,San Joaquin
439,SLDPC,San Luis Drn Study Bio Lab Port Chicago,B0V80322001,38.0535,-122002,Contra Costa
440,SSC @ Light 43,Stockton Ship Channel @ Light 41,B9D75721205,37.9536,-121341,San Joaquin
441,Webb Soil 1,Webb Soil 1,B9D80441385,38.0733,-121643,Contra Costa
442,FishPondculvertnrCLk,Culvert draining the fish pond near Campbell Lake,B9D81701490,38.2832,-121818,Solano
443,BOULDSIPH01,Bouldin Siphon @ S. Mokelumne River,B9D80711320,38.1185,-121534,San Joaquin
444,UJONESSIPH02,U. Jones Siphon 02 @ Trapper Slough,B9P75431278,37.9049,-121464,San Joaquin
445,UJONESSIPH01,U. Jones Siphon 01 @ Trapper Slough,B9P75431276,37.9052,-121464,San Joaquin
446,STATENPP03,Staten Island New Ag Drain Pump Staton,B9D80941303,38.1566,-121506,San Joaquin
447,SHERMST02,Sherman Island Dredge Site 02,B9D80181452,38.0299,-121754,Sacramento
448,SHERMST01,Sherman Island Dredge Site 01,B9D80191454,38.0316,-121758,Sacramento
449,SHERMST03,Sherman Island Dredge Site 03,B9D80291425,38.0483,-121709,Sacramento
450,Barker Sl.@HayRd,Barker Slough at Hay Road,B9D81901543,38.3157,-121907,Solano
451,BETHEL TR PP,BETHEL TR PP,B9V80211402,38.0341,-121.67,Contra Costa
452,Byron Tract PP1,Byron Tract AG Drain,B9V75311345,37.8852,-121577,Contra Costa
453,Byron Tract PP2,Byron Tract AG Drain 2,B9V75031357,37.8377,-121596,Contra Costa
454,Byron Tract PP3,Byron Tract AG Drain3,B9V75031358,37.8374,-121598,Contra Costa
455,CAMPBELL@BarkerSl,Campbell Ranch@Barker Slough,B9D81711495,38.2841,-121826,Solano
456,CONEY ISL PP,CONEY ISL PP,B9V75151333,37.8574,-121556,Contra Costa
457,DELS-1,DELS-1,B9D74871336A,37811,-121561,San Joaquin
458,DELS-2,DELS-2,B9D74881336B,37.8124,-121561,San Joaquin
459,DELS-3,DELS-3,B9D74881335C,37.8138,-121.56,San Joaquin
460,DELS-4,DELS-4,B9D74871336D,37.8121,-121.56,San Joaquin
461,DELS-5,DELS-5,B9D74871335,37.8108,-121.56,San Joaquin
462,DELS-6,DELS-6,B9D74901333,37.8158,-121555,San Joaquin
463,MORRISON01,Morrison Creek No 01 at Sunrise Blvd.,B9D83251145,38.5416,-121243,Sacramento
464,MORRISON02,Morrison Creek No 02 at Florin-Perkins Rd.,B9D83111234,38.5174,-121391,Sacramento
465,MORRISON03,Morrison Creek No 03 at Power Inn Rd.,B9D83091245,38.5144,-121409,Sacramento
466,MORRISON04,Morrison Creek No 04 at Brookfield Dr.,B9D82891275,38.4816,-121459,Sacramento
467,MERIDIAN,Barker Slough 1 mi W of Meridian Road,B9S81891560,38.3155,-121934,Solano
468,MOKBVR8,S. Mokelumne River d/s Dredge Site 03,B9D81191286b,38.1977,-121477,San Joaquin
469,MOKBVR1,S. Mokelumne River u/s Dredge Site 01,B9D81201285a,38.1999,-121476,San Joaquin
470,MOKBVR2,S. Mokelumne River u/s Dredge Site 02,B9D81201285b,38.1999,-121471,San Joaquin
471,MOKBVR3,S. Mokelumne River @ Plume Site 01,B9D81201285c,38.1996,-121477,San Joaquin
472,MOKBVR4,S. Mokelumne River @ Plume Site 02,B9D81201286d,38.1994,-121477,San Joaquin
473,MOKBVR5,S. Mokelumne River @ Plume Site 03,B9D81201286e,38.1994,-121477,San Joaquin
474,MOKBVR6,S. Mokelumne River d/s Dredge Site 01,B9D81191286a,38.1982,-121477,San Joaquin
475,MOKBVR7,S. Mokelumne River d/s Dredge Site 02,B9D81191286,38198,-121477,San Joaquin
476,MROBERT 04,MROBERT 04,B9V75441195,37.9071,-121326,San Joaquin
477,ORW-1,Old River Water Sample #1,B9D75461338,37.9099,-121564,Contra Costa
478,ORW-2,Old River Water Sample #2,B9D75421343,37903,-121573,Contra Costa
479,ORW-3,Old River Water Sample #3,B9D75361340A,37.8938,-121567,Contra Costa
480,ORW-4,OldRiver downstream of ag drain 3,B9D75301344,37.8833,-121571,San Joaquin
481,ORW-5,OldRiver downstream of sediment sampling,B9D75231347,37871,-121.58,Contra Costa
482,RYER IS PP01,RYER IS PP01,B9V81261393,38.2091,-121655,Solano
483,RYER IS PP02,RYER IS PP02,B9V81201392,38.1996,-121655,Solano
484,SACCITY,Sacramento City Drain Pump,B9D82871276,38.4777,-121.46,Sacramento
485,SIPH01,Twitchell Siphon Number 01,B9P80731409,38.1208,-121683,Sacramento
486,SIPH02,Twitchell Siphon Number 02,B9P80741405,38.1238,-121677,Sacramento
487,SIPH03,Twitchell Siphon Number 03,B9P80751403,38.1244,-121672,Sacramento
488,SIPH04,Twitchell Siphon Number 04,B9P80751402,38.1241,-121672,Sacramento
489,SIPH05,Twitchell Siphon Number 05,B9P80731397,38.1213,-121663,Sacramento
490,SIPH08,Twitchell Siphon Number 08,B9P80701390,38.1169,-121.65,Sacramento
491,SIPH11,Twitchell Siphon Number 11,B9P80711383,38118,-121639,Sacramento
492,SIPH12,Twitchell Siphon Number 12,B9P80701379,38.1171,-121633,Sacramento
493,SIPH13,Twitchell Siphon Number 13,B9P80661368,38.1102,-121615,Sacramento
494,SIPH14,Twitchell Siphon Number 14,B9P80611377,38.1019,-121.63,Sacramento
495,SIPH18,Twitchell Siphon Number 18,B9P80591396,38.0983,-121661,Sacramento
496,SIPH19,Twitchell Siphon Number 19,B9P80591400,38098,-121668,Sacramento
497,SIPH20,Twitchell Siphon Number 20,B9P80571406,38.0946,-121677,Sacramento
498,TwitPiz5,"Twitchell Island Piezometer No.5,   SoilTOC",B9G80581404,38.0963,-121675,Sacramento
499,TwitPiz6,"Twitchell Island Piezometer No.6,   SoilTOC",B9G80571405a,38.0955,-121676,Sacramento
500,TwitPiz7,"Twitchell Island Piezometer No.7,   SoilTOC",B9G80571405b,38.0955,-121676,Sacramento
501,Sac R A Shaw Bar,Sac R A Shaw Bar,A0260901,39.6878,-121945,Glenn
502,FR DS DIV DAM,FEATHER R DS OF DIVERSION DAM,A051918,39.5277,-121545,Butte
503,FR DS OF WILDLIFE AR,FEATHER R DS OF WILDLIFE AREA,A0516750,39.3885,-121626,Butte
504,Sac R DS M&T,Sacramento River downstream from M&T Ranch,A026091000,39.6941,-121942,Butte
505,Sac R A Shaw Exp4,Sacramento River at Shaw Bar Experimental Well #4,A0260905,39.6919,-121948,Glenn
506,Sac R A Shaw Exp3,Sacramento River at Shaw Bar Experimental Well #3,A0260904,39.6902,-121947,Glenn
507,Sac R A Shaw Exp2,Sacramento River at Shaw Bar Experimental Well #2,A0260903,39.6882,-121945,Glenn
508,BEAR CR BL EASTSIDE,BEAR CREEK BELOW EASTSIDE CANAL,B0551600,37.2533,-120721,Merced
509,Sac R A M&T,Sacramento River at M&T Ranch,A026090100,39.6954,-121941,Butte
510,MN CA AB Siphon,MN CA AB Siphon,A4C00542046,40.0896,-122076,Tehama
511,Sac R nr Parrotts E3,Sacramento River nr Parrotts Landing Experimental,A0256040,39.6141,-121985,Glenn
512,Sac R nr Parrotts E2,Sacramento River near Parrotts Landing Experimenta,A0256030,39613,-121981,Glenn
513,Sac R nr Parrotts E1,Sacramento River near Parrotts Landing - Experimen,A0256020,39.6124,-121978,Glenn
514,Sac R nr Parrotts,Sacramento River nr Parrotts Landing,A0256010,39.6124,-121977,Glenn
515,Sac R A Shaw Exp1,Sacramento Rver at Shaw Bar Experimental Well 1,A0260902,39688,-121945,Glenn
516,WILLOW C BL CONKLIN,WILLOW C BL CONKLIN PARK C.G.,A5474500,40.05,-120367,Plumas
517,Truckee R. abv TTSA,Truckee River above Truckee-Tahoe Sanitation Agenc,G7151310,39.3382,-120133,Nevada
518,BL-01,BUCKS L A DM GAUGE,A5R95371122,39.8949,-121204,Plumas
519,LGVR-01,L GRASS VLY RES A DM,A5R94351011,39.7246,-121019,Plumas
520,LK O MF NR FREY C,LAKE OROVILE MIDDLE FORK NEAR FREY CREEK,A5R937101170,39.6331,-121284,Butte
521,LK O MF NR FALL R,LK OROVILLE MF NR FALL R,A5R93701176,39.6173,-121294,Butte
522,SCR-01,SLY C RES NR S END OF DM,A5R93681057,39.6138,-121097,Butte
523,BVR-01,BUTT VALLEY RESERVOIR NEAR DAM,A5R00721088,40.1199,-121148,Plumas
524,LAST CHANCE C A JR,LAST CHANCE C A JORDAN REACH,A5476000,40.0667,-120267,Plumas
525,FERRIS C,FERRIS C NR DIXIE MOUNTAIN STATE GAME REFUGE,A5474700,40.0502,-120333,Plumas
526,MN CA BL DISCHARGE,MN CA BL WELL DISCHARGE,A4C00562046,40.0939,-122077,Tehama
527,LITTLE STONEY C,LITTLE STONEY C NEAR MOUTH,A5473500,40.0669,-120383,Plumas
528,McCLELLEN C,McCLELLAN C,A5473000,40.0836,-120433,Plumas
529,LAST CHANCE C AB DOY,LAST CHANCE C AB DOYLE CROSSING,A5472500,40.1002,-120467,Plumas
530,RED CLOVER C - ST. 1,RED CLOVER CREEK - STATION 1,A5455800,39.9502,-120467,Plumas
531,RED CLOVER C - ST. 3,Red Clover Creek - Station 3,A5455600,39.9501,-120.5,Plumas
532,RED CLOVER C - ST. 2,RED CLOVER CREEK - STATION 2,A5445700,39.9502,-120484,Plumas
533,RED CLOVER DS CHASE,Red Clover C DS Chase Bridge,A5445400,39.9667,-120517,Plumas
534,LAST CHANCE C A HWC,LAST CHANCE C A HIGH WATER CROSSING,A5474900,40.0835,-120.35,Plumas
535,Check 39,Check 39,KA029021,34941,-118874,Kern
536,Semitropic 3 pump in,Semitropic 3 turnin,GKA02070,36.75,-119.5,Kern
537,Semitropic 2 pump in,Semitropic 2 turn in,GKA02098,35.75,-119933,Kern
538,Check 25,Check 25,KA021779,35.0667,-119.1,Kern
539,Semi Tropic 3 Pumpin,Semi Tropic 3 arsenic monitoring,KA020699,35.9833,-119983,Kern
540,BryteMWell2,Bryte Monitoring Well #2,J06277204271652,38.6008,-121538,Yolo
541,NWELL1,NEW WELL 1,J05004824295538,38.8086,-122994,Yolo
542,21N01E11A082M,MW-3,21N01E11A082M,39.6933,-121941,Butte
543,21N01E11A081M,MW-2,21N01E11A081M,39.6948,-121941,Butte
544,21N01E11A080M,MW-1,21N01E11A080M,39.6953,-121941,Butte
545,17N04W16C001M,17N04W16C001M,17N04W16C001M,39.3097,-122517,Colusa
546,16N01W07G003M,16N01W07G003M,16N01W07G003M,39.2562,-122013,Colusa
547,JIBMW09,Jibboom Street Well Number MW-09,J06302454272650,38.5928,-121504,Sacramento
548,JIBMW08,Jibboom Street Well Number MW-08,J06302204272710,38.5933,-121505,Sacramento
549,JIBMW07,Jibboom Street Well Number MW-07,J06302204272679,38.5931,-121505,Sacramento
550,JIBMW06,Jibboom Street Well Number MW-06,J06302454272649,38.5928,-121504,Sacramento
551,JIBMW05,Jibboom Street Well Number MW-05,J06302694272649,38.5928,-121504,Sacramento
552,JIBMW04,Jibboom Street Well Number MW-04,J06302724272495,38.5914,-121504,Sacramento
553,JIBMW03,Jibboom Street Well Number MW-03,J06302464272587,38.5922,-121504,Sacramento
554,21N01E11A084M,MW-1,21N01E11A084M,39.6941,-121941,Butte
555,NWELL9,NEW WELL 9,J05153124259089,38.48,-122824,Yolo
556,NWELL2,NEW WELL 2,J05004804295530,38.8086,-122995,Yolo
557,NWELL3,NEW WELL 3,J05287024254779,38.4831,-122671,Yolo
558,NWELL4,NEW WELL 4,J05282904254778,38.4408,-122676,Yolo
559,NWELL5,NEW WELL 5,J05260584247651,38.3767,-122702,Yolo
560,NWELL6,NEW WELL 6,J05250304242931,38.3342,-122714,Yolo
561,JIBMW02,Jibboom Street Well Number MW-02,J06302944272619,38.5925,-121504,Sacramento
